,FALSE,Name,Dialogue,senti_scores,compound,sentiment_category,,,
S6E12,FALSE,BOJACK,I can't... I...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,ANGELA,"Here we are! Because we did what we had to do. So, what do you have to do now?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"Oh, God.","{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2732}",0.2732,positive,,,
S6E12,FALSE,ANGELA,"That's right. Now, another drink?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,HELEN,Please! Don't hurt him!,"{'neg': 0.0, 'neu': 0.261, 'pos': 0.739, 'compound': 0.6868}",0.6868,positive,,,
S6E12,FALSE,MARGO,Boy dies if you don't got the pies.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,HELEN,We have them. Jorge? Go! Go!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,JORGE,"Whoa, whoa! Hey, hey! We should have boxed them!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOTH,No!,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3595}",-0.3595,negative,,,
S6E12,FALSE,HELEN,Please don't hurt him. I never got to make it right. I've ruined my chance...,"{'neg': 0.162, 'neu': 0.574, 'pos': 0.265, 'compound': 0.2444}",0.2444,positive,,,
S6E12,FALSE,MARGO,"Spare me the deets. I just want the freets. Frito pies, that is.","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}",0.0772,positive,,,
S6E12,FALSE,HELEN,Oh! No! Stop!,"{'neg': 0.841, 'neu': 0.159, 'pos': 0.0, 'compound': -0.6458}",-0.6458,negative,,,
S6E12,FALSE,TODD,Mom! Mom!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,JORGE,Helen? Are you all right?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,TODD,It's okay. It's not real. I'm fine! It's a classic Todd she igan! But how would you know what that is?,"{'neg': 0.064, 'neu': 0.836, 'pos': 0.1, 'compound': 0.1872}",0.1872,positive,,,
S6E12,FALSE,JORGE,I think my wife is having a heart attack.,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,,,
S6E12,FALSE,TODD,"That's Margo Martindale, the actress!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,MARGO,"I'm sorry! I'm sorry! I was too convincing! Oh, if only I wasn't so good at acting!","{'neg': 0.332, 'neu': 0.537, 'pos': 0.132, 'compound': -0.476}",-0.476,negative,,,
S6E12,FALSE,ANGELA,"It's funny, isn't it? The things that matter? The truth is none of it matters and the truth is it all matters tremendously. It's a wonder any of us ever get out of bed at all. And yet, we get out of bed.","{'neg': 0.046, 'neu': 0.764, 'pos': 0.19, 'compound': 0.779}",0.779,positive,,,
S6E12,FALSE,BOJACK,I'm going home.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,ANGELA,What are you doing?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,I'm taking your car.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,ANGELA,What?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"You're not using it. Someone should get some pleasure out of something in this sad, stupid world. Consider it a signing bonus.","{'neg': 0.225, 'neu': 0.544, 'pos': 0.231, 'compound': 0.0451}",0.0451,neutral,,,
S6E12,FALSE,ANGELA,Ugh.,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative,,,
S6E12,FALSE,BOJACK,And I'm taking these.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,MR. PEANUTBUTTER,But the lazy Susans turned out to be very problematic.,"{'neg': 0.485, 'neu': 0.515, 'pos': 0.0, 'compound': -0.8196}",-0.8196,negative,,,
S6E12,FALSE,DIANE,Why?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,MR. PEANUTBUTTER,Offensive to Susans. There was a protest organized by Susan Sarandon.,"{'neg': 0.385, 'neu': 0.615, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative,,,
S6E12,FALSE,DIANE,"Oh, no!","{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3595}",-0.3595,negative,,,
S6E12,FALSE,MR. PEANUTBUTTER,Not that many Susans showed up. You know what they say about Susans.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,DIANE,They're lazy?,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative,,,
S6E12,FALSE,MR. PEANUTBUTTER,"Suddenly you're desperately seeking them. Anyway, I don't know how we got talking about me for so long. You were gonna tell me about your boyfriend. It's good?","{'neg': 0.085, 'neu': 0.82, 'pos': 0.095, 'compound': 0.0772}",0.0772,positive,,,
S6E12,FALSE,DIANE,"It's really good. When I'm with him, I feel like I'm part of an ""us,"" you know? Like, every other relationship, I always felt like a ""me"" in a relationship. Does that make sense?","{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.8765}",0.8765,positive,,,
S6E12,FALSE,MR. PEANUTBUTTER,"Uh, yeah. That makes sense. Sorry. I-I didn't realize I was doing that. I've always tried to be an ""us"" with people even when I could see it wasn't a good idea. Now that I'm single, I feel like I'm finally learning how to be a ""me.""","{'neg': 0.08, 'neu': 0.819, 'pos': 0.101, 'compound': 0.2486}",0.2486,positive,,,
S6E12,FALSE,DIANE,That's great.,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}",0.6249,positive,,,
S6E12,FALSE,MR. PEANUTBUTTER,"I know there were times you would try to tell me something and instead of listening, I just tried to fix it or convince you there wasn't a problem. I shouldn't have done that.","{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.5037}",0.5037,positive,,,
S6E12,FALSE,DIANE,We're all doing our best.,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,positive,,,
S6E12,FALSE,MR. PEANUTBUTTER,I wanna know now.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,DIANE,Know what?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,MR. PEANUTBUTTER,Tell me what it's like to be Diane.,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,positive,,,
S6E12,FALSE,DIANE,"Okay. When you're Diane, you can live your whole life like it's a puzzle, put together from the pieces of different sets.","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.5267}",0.5267,positive,,,
S6E12,FALSE,MR. PEANUTBUTTER,Like a crossover puzzle?,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive,,,
S6E12,FALSE,DIANE,Exactly. Your whole life is full of these pieces that don't quite fit.,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.3241}",-0.3241,negative,,,
S6E12,FALSE,MR. PEANUTBUTTER,Sounds like a hard puzzle.,"{'neg': 0.237, 'neu': 0.339, 'pos': 0.424, 'compound': 0.2732}",0.2732,positive,,,
S6E12,FALSE,DIANE,"But at some point, you start to think it's you. You're the piece that doesn't quite fit. And you spend so long with that feeling that the feeling becomes your home. And it can be jarring when you discover one day that you suddenly don't feel that way anymore. At first, you don't trust it. But then, gradually, you do. I'm sorry. That was a weird thing to be telling my ex-husband.","{'neg': 0.128, 'neu': 0.828, 'pos': 0.045, 'compound': -0.761}",-0.761,negative,,,
S6E12,FALSE,MR. PEANUTBUTTER,"No. I'm really happy for you, Diane.","{'neg': 0.197, 'neu': 0.447, 'pos': 0.357, 'compound': 0.4201}",0.4201,positive,,,
S6E12,FALSE,DIANE,"It's funny. I feel like if we met each other as the people we are now, things would be totally different with us.","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.6597}",0.6597,positive,,,
S6E12,FALSE,MR. PEANUTBUTTER,"Yeah, but if we hadn't met each other until now, we wouldn't be the people we are now.","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.1531}",0.1531,positive,,,
S6E12,FALSE,DIANE,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive,,,
S6E12,FALSE,MR. PEANUTBUTTER,Two equally accomplished book writers.,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive,,,
S6E12,FALSE,DIANE,Uh-huh.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,DOCTOR,"You suffered an anxiety attack. I'd encourage you to avoid stressful situations like, uh, fake kidnappings under abandoned bridges. Okay, paperwork time. You seem like a fellow who enjoys unnecessary bureaucracy.","{'neg': 0.384, 'neu': 0.352, 'pos': 0.264, 'compound': -0.7269}",-0.7269,negative,,,
S6E12,FALSE,JORGE,"I do, Doctor.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,HELEN,"Mm, was that the bridge where they shot Grease?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,TODD,Yeah!,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3595}",0.3595,positive,,,
S6E12,FALSE,HELEN,"That's neat. Todd, I'm so sorry!","{'neg': 0.193, 'neu': 0.443, 'pos': 0.364, 'compound': 0.3717}",0.3717,positive,,,
S6E12,FALSE,TODD,"Oh, no, I know you didn't mean to-","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",-0.296,negative,,,
S6E12,FALSE,HELEN,I thought kicking you out was the right thing. You were 18. You had dropped out of high school. You were always high. You only wore flip-flops. You never showered.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,TODD,You don't have to list everything.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,HELEN,"I wanted you to grow up, not leave forever. Then more and more time passed and I didn't know how to make it right.","{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.0382}",0.0382,neutral,,,
S6E12,FALSE,TODD,"Truth is, I did grow up. Your plan worked. I haven't had a mom for so long, I...I don't really need one anymore.","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0.3182,positive,,,
S6E12,FALSE,HELEN,"Oh. So, what do we do now?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,TODD,"Well, I do have one idea.","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,positive,,,
S6E12,FALSE,HELEN,What?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,TODD,"A big robot suit like in Aliens, but for babies so they can do grown-up things!","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.2598}",0.2598,positive,,,
S6E12,FALSE,HELEN,That sounds dangerous.,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative,,,
S6E12,FALSE,TODD,"Yeah, I guess it is.","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",0.296,positive,,,
S6E12,FALSE,HELEN,But maybe the robots could be powered by energy generated from sucking on pacifiers.,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.3919}",0.3919,positive,,,
S6E12,FALSE,TODD,That is so smart! Babies love sucking and right now it's just wasted energy!,"{'neg': 0.134, 'neu': 0.419, 'pos': 0.446, 'compound': 0.8146}",0.8146,positive,,,
S6E12,FALSE,MARGO,"And so you see,the circle had become complete. All the twists and turns had all been part of a beautiful tapestry, a grander mission to bring this boy and his mother together again.","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.765}",0.765,positive,,,
S6E12,FALSE,JUDGE,"That's quite a story.But you've killed a lot of people.Margo Martindale, you're going to pris-","{'neg': 0.284, 'neu': 0.716, 'pos': 0.0, 'compound': -0.6969}",-0.6969,negative,,,
S6E12,FALSE,NICOLE,Wait! You can't send her to jail before she gets to act in one of my movies!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,JUDGE,Indie filmmaker Nicole Holofcener? I find it hard to believe Margo Martindale has never appeared in your work.,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.1027}",-0.1027,negative,,,
S6E12,FALSE,NICOLE,"It's true! And I need her to play the mother of the poetry student Catherine Keener has an affair within my new film, ""Classroom Warfare.""","{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7177}",0.7177,positive,,,
S6E12,FALSE,MARGO,"Ooh! Can I, Mr. Judge? Please?","{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.4501}",0.4501,positive,,,
S6E12,FALSE,JUDGE,"Damn, that does sound good. Okay, you're free to go.","{'neg': 0.161, 'neu': 0.357, 'pos': 0.482, 'compound': 0.6597}",0.6597,positive,,,
S6E12,FALSE,MARGO,Yee-haw!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"Come on. Open. Open! Open up! God. Where's my stupid...Why is everything so difficult? Have it your way, door. Todd! How come we never go swimming? This is terrible. Well, hello. Who put pills in my house?","{'neg': 0.173, 'neu': 0.734, 'pos': 0.093, 'compound': -0.6764}",-0.6764,negative,,,
S6E12,FALSE,PRINCESS CAROLYN,"Judah, you were supposed to have the night off! Your hair is so long!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,JUDAH,I'd rather be here.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,PRINCESS CAROLYN,I know. Would you think I was an idiot if I didn't go work for Turteltaub?,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative,,,
S6E12,FALSE,JUDAH,I would never think you were an idiot.,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative,,,
S6E12,FALSE,PRINCESS CAROLYN,"This slate we're putting together...We could get some fi ciers and do it ourselves, right?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,JUDAH,"If there's one thing I know about this business, it's never underestimate what Princess Carolyn can do by herself.","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2235}",0.2235,positive,,,
S6E12,FALSE,PRINCESS CAROLYN,"Well, not all by myself.","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,positive,,,
S6E12,FALSE,JUDAH,Well...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,PRINCESS CAROLYN,"I've got the babysitter 'til 11,00. We might as well keep working, right?","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,positive,,,
S6E12,FALSE,JUDAH,How can I help?,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,positive,,,
S6E12,FALSE,PRINCESS CAROLYN,Why don't you play me one of your songs?,"{'neg': 0.203, 'neu': 0.797, 'pos': 0.0, 'compound': -0.2584}",-0.2584,negative,,,
S6E12,FALSE,JUDAH,"? I strive for precision ? ? My aim is to be accurate and clear ? ? I don't say thingsI don't know to be true ? ? So believe meWhen I tell you I love you ? ? I don't write good love songs ? ? I'm not adept with metaphors or rhymes ? ? I just want to describeThe things I know ? ? And the only thing I knowIs that I love you ? ? Please believe me when I tell you ? I love you, Princess Carolyn.","{'neg': 0.029, 'neu': 0.645, 'pos': 0.326, 'compound': 0.976}",0.976,positive,,,
S6E12,FALSE,BOJACK,Mm. What are you so happy about? BoJack Horseman. Six-foot-five.,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.6948}",0.6948,positive,,,
S6E12,FALSE,HERB,All right. Whenever you're ready.,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,positive,,,
S6E12,FALSE,BOJACK,A mustard sandwich? We may be orphans but leave us our dignity.,"{'neg': 0.094, 'neu': 0.65, 'pos': 0.256, 'compound': 0.5023}",0.5023,positive,,,
S6E12,FALSE,HERB,"Uh, BJ, that's Ethan's line.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"Oh, right. Uh... Orphans, huh? What am I supposed to feed you?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,HERB,"All right, stop. You're nervous.","{'neg': 0.589, 'neu': 0.411, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative,,,
S6E12,FALSE,BOJACK,Oh.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,HERB,Forget the script.,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative,,,
S6E12,FALSE,BOJACK,Okay.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",0.2263,positive,,,
S6E12,FALSE,HERB,"We're gonna do that movie that you're always making me watch. You know...You have to answer for the chimpanzee, Tino.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"No, Mickey, you got it all wrong!","{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.68}",-0.68,negative,,,
S6E12,FALSE,HERB,"So, where'd all the ba as go? The chimp's dead, Tino. So's the bonobo. Who you been monkeyin' around with?","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.6868}",-0.6868,negative,,,
S6E12,FALSE,BOJACK,I can't do it anymore! It was the marmoset!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,HERB,Good. Perfect. Now look at the red dot. Go!,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.784}",0.784,positive,,,
S6E12,FALSE,BOJACK,What am I supposed to feed you? I have mustard.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,HERB,A mustard sandwich? We may be orphans but leave us our dignity.,"{'neg': 0.094, 'neu': 0.65, 'pos': 0.256, 'compound': 0.5023}",0.5023,positive,,,
S6E12,FALSE,BOJACK,"Well, I can't fix you a martini. Hey, wait! I have olives! Nope. Not olives.","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.3987}",0.3987,positive,,,
S6E12,FALSE,HERB,Perfect!,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6114}",0.6114,positive,,,
S6E12,FALSE,BOJACK,"Yeah? You, you think we got it?","{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.3736}",0.3736,positive,,,
S6E12,FALSE,HERB,"Buckle up, buddy,your life is about to start.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"? Ch-ka, ch-ka, ch-ka, ch-ka, ch-ka, ah ? ? Ch-ka, ch-ka, ch-ka, ch-ka, ch-kaBoJack ? ? Whoa, whoa, yeah! ? ? Hey ? ? Now, boys and girlsIf you wanna do the BoJack ? ? Take your handsAnd put them on your lower back ? ? Walk in a circle and strut and strut ? ? Wiggle your hipsAnd jiggle your... uh-oh! ? ? Push away your troubles And pull up your pants ? ? And that's how you do The BoJack dance! ?? Hey ?","{'neg': 0.099, 'neu': 0.87, 'pos': 0.031, 'compound': -0.7037}",-0.7037,negative,,,
S6E12,FALSE,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,S6E15,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,SARAH,What you got there?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,I think it's a hydrangea.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,SARAH,Does she even like that kind of plant?,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,positive,,,
S6E12,FALSE,BOJACK,Probably not. She doesn't like anything.,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.2075}",0.2075,positive,,,
S6E12,FALSE,BEATRICE,"Hello, BoJack.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"Thanks for having me, Mom.","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive,,,
S6E12,FALSE,BEATRICE,"You're the guest of honor. Everyone, BoJack is here.","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",0.4939,positive,,,
S6E12,FALSE,HERB,"Hey, buddy! Get in here!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,For you.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BEATRICE,"Oh, a plant. Dirt for inside. Goody. You got here just in time, BoJack. A bird flew in through the window and we're having trouble getting her out of the house.","{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.6249}",-0.6249,negative,,,
S6E12,FALSE,SARAH,"Yeah, call yourself early and go get a worm!","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3595}",0.3595,positive,,,
S6E12,FALSE,CRACKERJACK,"Golly, she's more coy than a coyote claiming a cottontail.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,ZACH BRAFF,"Ahem. Phone for you, Mrs. Horseman.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BEATRICE,"Thank you, butler.","{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.3612}",0.3612,positive,,,
S6E12,FALSE,BOJACK,Is that Zach Braff?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BEATRICE,Who?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"Zach Braff. Actor, independent filmmaker, real-life friend of Donald Faison?","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4939}",0.4939,positive,,,
S6E12,FALSE,BEATRICE,You mean my butler?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,ZACH BRAFF,At your service! I actually was friends with Donald in real life. He's a spectacular man-,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5255}",0.5255,positive,,,
S6E12,FALSE,BEATRICE,Butler!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,ZACH BRAFF,Sorry! Phone call for you.,"{'neg': 0.285, 'neu': 0.715, 'pos': 0.0, 'compound': -0.1511}",-0.1511,negative,,,
S6E12,FALSE,BEATRICE,"I'll take it in the kitchen. BoJack, make yourself useful for a change and help, will ya? With the bird? Hello? Oh, it's you.","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.7303}",0.7303,positive,,,
S6E12,FALSE,HERB,"All right. That does it! Son of a--! With a drop like that, you'd think she was the ratings for Veronica's Closet when it moved to Mondays.","{'neg': 0.072, 'neu': 0.822, 'pos': 0.106, 'compound': 0.2462}",0.2462,positive,,,
S6E12,FALSE,BOJACK,Ugh. Comedy poison. Who wants to laugh on a Monday?,"{'neg': 0.362, 'neu': 0.287, 'pos': 0.351, 'compound': -0.0516}",-0.0516,negative,,,
S6E12,FALSE,HERB,"BJ! Finally made it to our little soirée, huh?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"Yeah, I kept having this dream where I was having dinner with all the people who were gone and I thought, ""I should do that!"" So, here I am.","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5778}",0.5778,positive,,,
S6E12,FALSE,CRACKERJACK,We've got to flank her from the left.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BIRD,Huh?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,Hello. Crackerjack?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,CRACKERJACK,That's what it says on my underpants!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,The uncle I never met and yet could never live up to!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,CRACKERJACK,"All right, soldier. Ready, aim...","{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,positive,,,
S6E12,FALSE,BOJACK,Huh?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,CORDUROY,"Hey! What's up, man?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral,,,
S6E12,FALSE,BOJACK,"Hey, Corduroy. Good to...","{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive,,,
